id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag
39692948,20000,20000,20000.0,60,0.1924,521.46,E,E2,REGISTERED NURSE,2 years,OWN,72000.0,Source Verified,2015-02-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=39692948,debt_consolidation,Debt consolidation,330xx,FL,16.37,0,2005-03-01,665,669,1,-1,-1,9,0,40665,0.77800006,18,w,0.0,0.0,11013.05,11013.05,4151.62,5181.22,0.0,1680.21,302.4378,2016-08-01,521.46,,2017-02-01,544,540,0,-1,1,Individual,5692.51,-1.0,,0,397,321621,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52300,-1,-1,-1,4,35736,11635,77.8,0,0,112,118,5,5,3,5,-1,5,-1,0,6,6,7,11,2,7,13,6,9,0,0,0,3,100.0,57.1,0,0,352040,41921,52300,8740,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
125498226,6000,6000,5975.0,36,0.1042,194.79,B,B3,Owner,2 years,MORTGAGE,40000.0,Source Verified,2017-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=125498226,debt_consolidation,Debt consolidation,763xx,TX,9.42,0,1994-04-01,720,724,0,25,-1,15,0,5739,0.153,23,f,0.0,0.0,6834.9863,6806.51,6000.0,834.99,0.0,0.0,0.0,2019-11-01,17.12,,2019-11-01,744,740,0,-1,1,Individual,5692.51,-1.0,,0,302,91083,0,0,0,2,20,3757,68,2,5,1841,22,37400,0,1,1,8,6506,6551,37.0,0,0,51,284,7,7,3,7,-1,12,25,0,3,6,5,6,4,12,16,6,15,0,0,0,3,91.3,0.0,0,0,130169,9496,10400,5514,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
129861094,20000,20000,20000.0,36,0.0531,602.21,A,A1,Sales Representative,10+ years,MORTGAGE,170000.0,Not Verified,2018-03-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=129861094,credit_card,Credit card refinancing,460xx,IN,28.27,0,1990-04-01,750,754,0,45,-1,11,0,35169,0.465,22,w,5877.93,5877.93,15645.66,15645.66,14122.07,1523.59,0.0,0.0,0.0,2020-05-01,602.21,2020-06-01,2020-05-01,779,775,0,-1,1,Individual,5692.51,-1.0,,0,0,236163,1,4,0,1,20,53735,31,0,0,14013,39,75700,0,3,3,2,21469,40531,46.5,0,0,143,335,39,4,3,44,45,2,45,0,5,5,6,7,9,6,10,5,11,0,0,0,1,95.5,0.0,0,0,354947,88904,75700,131589,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
95330052,10000,10000,10000.0,36,0.053200003,301.15,A,A1,General Manager,4 years,MORTGAGE,102000.0,Not Verified,2016-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=95330052,debt_consolidation,Debt consolidation,296xx,SC,4.77,0,1993-05-01,795,799,0,-1,-1,9,0,15686,0.156,19,w,0.0,0.0,10756.677,10756.68,10000.0,756.68,0.0,0.0,0.0,2019-01-01,3532.04,,2020-05-01,809,805,0,-1,1,Individual,5692.51,-1.0,,0,0,139175,0,0,0,0,39,0,-1,1,1,4655,16,100800,0,0,0,1,15464,79114,16.5,0,0,157,283,8,8,1,8,-1,-1,-1,0,7,7,7,13,3,8,15,7,9,0,0,0,1,100.0,0.0,0,0,256800,15686,94800,0,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
40571485,14200,14200,14200.0,36,0.08180001,446.16,B,B1,Assistant Professor,6 years,MORTGAGE,95000.0,Source Verified,2015-02-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=40571485,credit_card,Credit card refinancing,255xx,WV,16.88,0,1974-01-01,715,719,2,33,73,18,1,22826,0.368,34,f,0.0,0.0,16055.166,16055.17,14200.0,1855.17,0.0,0.0,0.0,2018-02-01,446.02,,2019-10-01,694,690,0,33,1,Individual,5692.51,-1.0,,0,192,188081,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62100,-1,-1,-1,8,10449,39274,36.8,0,0,187,493,2,2,3,2,-1,2,44,3,7,7,13,16,10,13,21,7,18,0,0,0,4,88.2,15.4,0,1,268739,90193,62100,72639,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
106827183,16000,16000,16000.0,36,0.1599,562.44,C,C5,Area Sales Manager,3 years,RENT,88000.0,Verified,2017-05-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=106827183,debt_consolidation,Debt consolidation,853xx,AZ,29.96,1,1999-03-01,685,689,0,14,59,18,1,21147,0.415,26,f,0.0,0.0,17350.88,17350.88,16000.0,1350.88,0.0,0.0,0.0,2017-11-01,14488.93,,2020-05-01,719,715,0,-1,1,Individual,5692.51,-1.0,,0,0,68962,1,4,2,4,6,47815,77,0,6,9588,58,51000,2,1,2,10,4057,21802,43.2,0,0,72,217,20,6,0,23,32,8,14,0,7,9,9,12,7,14,19,10,18,0,0,0,2,92.0,11.1,1,0,130579,68962,38400,79579,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
851986,7500,7500,7500.0,36,0.0542,226.2,A,A1,performance radiator,10+ years,MORTGAGE,45600.0,Not Verified,2011-08-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=851986,vacation,homevac,809xx,CO,3.21,0,1992-07-01,805,809,0,-1,-1,6,0,3411,0.064,25,f,0.0,0.0,8107.3906,8107.39,7500.0,607.39,0.0,0.0,0.0,2014-01-01,2007.95,,2020-03-01,829,825,0,-1,1,Individual,5692.51,-1.0,,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,0,0,-1,-1,-1,-1,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
118330416,12000,12000,12000.0,60,0.1505,285.8,C,C4,owner,10+ years,MORTGAGE,120000.0,Source Verified,2017-09-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=118330416,debt_consolidation,Debt consolidation,752xx,TX,26.37,0,2002-10-01,670,674,0,82,-1,21,0,52307,0.815,40,w,6712.87,6712.87,9135.57,9135.57,5287.13,3848.44,0.0,0.0,0.0,2020-05-01,285.8,2020-06-01,2020-05-01,609,605,0,-1,1,Individual,5692.51,-1.0,,0,0,264655,0,2,0,0,30,38701,58,1,4,9472,76,64200,0,2,0,4,12603,9856,81.9,0,0,124,179,10,10,2,10,-1,24,82,0,12,17,12,13,7,18,31,17,21,0,0,0,1,97.5,75.0,0,0,309199,91008,54400,63699,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
162318870,12000,12000,12000.0,60,0.1308,273.53,B,B5,Service Technician ,2 years,RENT,41000.0,Not Verified,2019-11-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=162318870,debt_consolidation,Debt consolidation,333xx,FL,16.57,0,2013-10-01,695,699,0,-1,-1,4,0,8726,0.57,4,w,11419.68,11419.68,1076.68,1076.68,580.32,496.36,0.0,0.0,0.0,2020-05-01,0.0,2020-07-01,2020-05-01,714,710,0,-1,1,Individual,5692.51,-1.0,,0,0,17556,0,1,0,1,22,8830,74,0,0,6098,64,15300,1,0,0,1,4389,2108,80.5,0,0,22,73,62,22,0,65,-1,22,-1,0,2,3,2,2,1,3,3,3,4,0,0,0,0,100.0,100.0,0,0,27300,17556,10800,12000,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,Y,CVD19SKIP,INCOMECURT,ACTIVE,2,0.0,2020-04-01,2020-06-01,2020-04-01,2,0,ACTIVE,248.95,11465.32,273.53,N
144703259,6400,6400,6400.0,36,0.0646,196.04,A,A1,Paralegal Specialist,10+ years,MORTGAGE,63259.0,Not Verified,2018-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=144703259,credit_card,Credit card refinancing,233xx,VA,26.67,0,1998-09-01,685,689,0,35,-1,13,0,51089,0.431,26,w,3531.47,3531.47,3338.42,3338.42,2868.53,469.89,0.0,0.0,0.0,2020-05-01,196.04,2020-06-01,2020-05-01,724,720,0,72,1,Individual,5692.51,-1.0,,0,939,305714,1,5,1,1,6,32759,65,0,1,4845,57,81000,0,6,0,2,23516,9163,47.6,0,0,113,243,19,6,2,19,72,-1,35,3,2,5,3,10,7,7,16,5,13,0,0,0,1,84.6,0.0,0,0,363078,83848,17500,50578,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
20358286,12600,12600,12600.0,60,0.245,366.15,F,F3,customer service rep,9 years,OWN,35000.0,Source Verified,2014-07-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=20358286,debt_consolidation,Debt consolidation,373xx,TN,25.0,1,1998-04-01,685,689,1,20,119,8,1,7156,0.59099996,22,f,0.0,0.0,21473.568,21473.57,12600.0,8873.57,0.0,0.0,0.0,2018-07-01,4264.52,,2019-06-01,674,670,0,41,1,Individual,5692.51,-1.0,,0,0,23579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11600,-1,-1,-1,3,2947,1357,78.3,0,0,113,195,3,3,0,3,20,6,20,2,3,6,3,11,3,7,19,6,8,0,0,0,2,70.0,66.7,1,0,33784,23579,6900,22184,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
150462073,13600,13600,13600.0,60,0.1719,339.39,C,C5,Surgical tech,3 years,RENT,44000.0,Source Verified,2019-05-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=150462073,debt_consolidation,Debt consolidation,906xx,CA,26.3,1,1998-05-01,660,664,0,14,72,16,1,12332,0.681,25,w,11835.64,11835.64,4059.69,4059.69,1764.36,2295.33,0.0,0.0,0.0,2020-05-01,339.39,2020-06-01,2020-05-01,694,690,0,-1,1,Individual,5692.51,-1.0,,0,0,32394,0,5,0,1,18,20062,81,0,1,1997,76,18100,1,0,1,2,2025,1539,80.8,0,0,46,251,22,18,0,22,-1,11,14,0,5,8,5,7,5,11,20,8,16,0,0,0,0,94.4,80.0,1,0,42737,32394,8000,24637,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
97505915,1400,1400,1400.0,36,0.082399994,44.03,B,B1,Closing administrator ,2 years,MORTGAGE,52000.0,Not Verified,2017-02-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=97505915,vacation,Vacation,060xx,CT,18.51,0,2003-03-01,670,674,0,-1,55,10,2,1569,0.154,28,w,0.0,0.0,1442.161,1442.16,1400.0,42.16,0.0,0.0,0.0,2017-06-01,1310.71,,2020-05-01,729,725,0,-1,1,Individual,5692.51,-1.0,,0,0,18207,0,3,1,2,11,16638,64,0,4,1024,50,10200,0,0,0,6,1821,3568,28.6,0,0,160,166,15,11,5,15,-1,19,-1,0,2,3,3,4,7,7,16,3,10,0,0,0,1,100.0,0.0,1,1,36207,18207,5000,26007,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
97710188,8000,8000,8000.0,36,0.053200003,240.92,A,A1,Project Manager,5 years,MORTGAGE,52000.0,Not Verified,2017-02-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=97710188,debt_consolidation,Debt consolidation,284xx,NC,13.73,0,1997-03-01,755,759,0,70,-1,10,0,5703,0.278,33,w,0.0,0.0,8407.173,8407.17,8000.0,407.17,0.0,0.0,0.0,2018-04-01,5284.66,,2020-05-01,559,555,0,-1,1,Individual,5692.51,-1.0,,0,0,134015,0,4,0,1,16,10373,53,1,1,2272,40,20500,0,0,0,2,14891,11528,16.5,0,0,126,239,9,9,3,25,-1,18,-1,0,1,3,2,9,15,5,15,3,10,0,0,0,1,100.0,0.0,0,0,164656,16076,13800,19501,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
153753263,21275,21275,21275.0,60,0.1524,508.82,C,C2,Supervisor ,10+ years,OWN,80000.0,Source Verified,2019-07-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=153753263,debt_consolidation,Debt consolidation,394xx,MS,11.3,1,2002-07-01,685,689,0,4,-1,11,0,3170,0.382,20,f,18747.63,18747.63,5052.17,5052.17,2527.37,2524.8,0.0,0.0,0.0,2020-05-01,508.82,2020-06-01,2020-05-01,689,685,0,24,1,Individual,5692.51,-1.0,,0,0,13682,0,2,0,2,14,10463,59,0,1,1186,52,8300,1,0,0,3,1244,4864,37.6,0,0,102,177,21,14,0,21,-1,14,-1,1,6,7,7,7,11,8,8,7,11,0,0,0,0,90.0,0.0,0,0,26090,13682,7800,17741,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
76437101,20000,20000,19700.0,36,0.1075,652.41,B,B4,,,MORTGAGE,70800.0,Verified,2016-05-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=76437101,debt_consolidation,,547xx,WI,15.51,0,1998-11-01,660,664,0,53,-1,8,0,8661,0.893,36,w,0.0,0.0,23474.781,23122.66,20000.0,3474.78,0.0,0.0,0.0,2019-05-01,652.37,,2020-03-01,644,640,0,53,1,Individual,5692.51,-1.0,,0,0,292583,0,1,2,3,7,22265,93,1,4,3746,92,9700,5,4,7,10,36573,0,106.4,0,0,142,209,12,7,10,17,53,1,53,3,2,3,3,11,11,5,14,3,8,0,0,0,4,91.4,66.7,0,0,297265,30926,6500,23865,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
131137132,8000,8000,8000.0,36,0.0992,257.84,B,B2,Direct Care,5 years,OWN,24000.0,Verified,2018-04-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=131137132,debt_consolidation,Debt consolidation,278xx,NC,26.2,0,1993-12-01,745,749,0,-1,-1,6,0,2442,0.15100001,18,f,0.0,0.0,8683.902,8683.9,8000.0,683.9,0.0,0.0,0.0,2019-03-01,6093.33,,2019-04-01,759,755,0,-1,1,Individual,5692.51,-1.0,,0,0,7889,0,2,2,2,7,5447,76,0,1,0,34,16200,0,0,1,3,1315,-1,-1.0,0,0,130,260,17,7,1,-1,-1,7,-1,0,0,3,0,1,10,4,7,3,6,0,0,0,2,100.0,-1.0,0,0,23389,7889,0,7189,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
139305399,5000,5000,5000.0,36,0.1047,162.45,B,B2,installer,9 years,RENT,52000.0,Not Verified,2018-09-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=139305399,debt_consolidation,Debt consolidation,225xx,VA,18.05,0,2007-11-01,745,749,1,-1,-1,7,0,1777,0.088,22,w,2416.18,2416.18,3246.09,3246.09,2583.82,662.27,0.0,0.0,0.0,2020-05-01,162.45,2020-06-01,2020-05-01,604,600,0,-1,1,Individual,5692.51,-1.0,,0,0,26720,2,2,1,2,1,24943,92,2,4,1379,57,20300,2,0,1,6,3817,11223,13.7,0,0,77,129,5,1,0,23,-1,1,-1,0,2,2,2,14,5,5,17,2,7,0,0,0,3,100.0,0.0,0,0,47300,26720,13000,27000,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
165139427,10525,10525,10525.0,36,0.0756,327.69,A,A3,Manager of Field Operations,10+ years,RENT,81000.0,Source Verified,2020-01-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=165139427,debt_consolidation,Debt consolidation,328xx,FL,25.35,0,1997-01-01,775,779,1,-1,-1,16,0,5962,0.09,22,w,9444.19,9444.19,1301.92,1301.92,1080.81,221.11,0.0,0.0,0.0,2020-05-01,327.69,2020-06-01,2020-05-01,779,775,0,-1,1,Individual,5692.51,-1.0,,0,0,50952,3,4,3,5,4,44990,88,1,1,2613,43,66000,3,0,2,6,3397,55738,9.7,0,0,268,276,3,3,0,3,-1,4,-1,0,7,7,9,9,9,12,13,7,16,0,0,0,4,100.0,0.0,0,0,117384,50952,61700,51384,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
147711444,30000,30000,30000.0,60,0.12979999,682.29,B,B5,School Guardian ,< 1 year,MORTGAGE,85200.0,Verified,2019-02-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=147711444,debt_consolidation,Debt consolidation,338xx,FL,32.45,0,1995-08-01,750,754,0,-1,-1,7,0,30235,0.577,18,w,24207.1,24207.1,10061.29,10061.29,5792.9,4268.39,0.0,0.0,0.0,2020-05-01,682.29,2020-06-01,2020-05-01,744,740,0,-1,1,Individual,5692.51,-1.0,,0,0,306340,1,2,1,1,3,59682,13,0,1,14829,40,52400,1,1,6,3,43763,12920,68.6,0,0,126,282,18,3,2,100,-1,1,-1,0,2,3,2,3,10,4,6,3,7,0,0,0,2,100.0,50.0,0,0,360814,89917,41200,89954,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
144220216,20000,20000,20000.0,60,0.1033,428.2,B,B1,Human Resources Consultant,1 year,MORTGAGE,95000.0,Source Verified,2018-11-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=144220216,debt_consolidation,Debt consolidation,466xx,IN,10.17,0,2012-08-01,740,744,0,-1,-1,10,0,16448,0.248,13,w,0.0,0.0,21563.916,21563.92,20000.0,1563.92,0.0,0.0,0.0,2019-09-01,17149.28,,2019-09-01,804,800,0,-1,1,Individual,5692.51,-1.0,,0,0,136153,1,2,1,1,8,35126,89,2,5,7527,49,66400,0,0,5,8,13615,49552,24.9,0,0,75,74,2,2,2,2,-1,8,-1,0,4,4,6,7,2,7,9,4,10,0,0,0,5,100.0,0.0,0,0,191688,51574,66000,39374,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
138273543,14000,14000,14000.0,60,0.2969,450.29,F,F2,Clinic Director,6 years,MORTGAGE,65000.0,Verified,2018-09-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=138273543,home_improvement,Home improvement,286xx,NC,4.69,0,2004-07-01,660,664,1,31,-1,14,0,6436,0.58,18,w,0.0,0.0,18535.557,18535.56,14000.0,4535.56,0.0,0.0,0.0,2019-10-01,13178.26,,2020-05-01,679,675,0,31,1,Individual,5692.51,-1.0,,0,206,120847,0,2,1,1,9,53764,45,2,4,1485,56,11100,2,0,2,5,8632,1208,81.1,0,0,93,169,9,9,3,21,-1,2,-1,1,5,7,5,5,4,11,11,7,14,0,0,0,3,88.9,60.0,0,0,131414,60200,6400,47866,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
38271251,10000,10000,10000.0,36,0.0867,316.47,B,B1,Shopsteward,10+ years,MORTGAGE,55000.0,Not Verified,2015-01-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38271251,debt_consolidation,Debt consolidation,076xx,NJ,19.08,0,2002-07-01,675,679,0,62,-1,13,0,16639,0.676,27,f,0.0,0.0,11383.031,11383.03,10000.0,1383.03,0.0,0.0,0.0,2018-01-01,316.21,,2018-01-01,679,675,0,62,1,Individual,5692.51,-1.0,,0,2964,244744,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24600,-1,-1,-1,3,18826,4161,80.0,0,0,123,149,6,6,1,18,-1,10,-1,1,5,5,7,15,7,10,18,5,13,0,0,0,1,96.3,57.1,0,0,271692,40644,20800,36470,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
10636356,8000,8000,8000.0,36,0.119899996,265.68,B,B3,Office associate,10+ years,RENT,33000.0,Not Verified,2014-01-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10636356,credit_card,Credit card refinancing,928xx,CA,24.25,0,2003-09-01,680,684,0,25,-1,11,0,7302,0.445,24,f,0.0,0.0,9144.98,9144.98,8000.0,1144.98,0.0,0.0,0.0,2015-07-01,4628.42,,2020-05-01,734,730,0,25,1,Individual,5692.51,-1.0,,0,0,11034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16400,-1,-1,-1,3,1003,3891,46.0,0,0,124,119,3,3,0,3,35,9,35,2,4,9,4,12,4,10,20,9,11,0,0,0,3,87.5,0.0,0,0,29837,11034,7200,13437,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
162079440,7000,7000,7000.0,36,0.070199996,216.21,A,A2,pipeliner,7 years,MORTGAGE,75000.0,Not Verified,2019-11-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=162079440,home_improvement,Home improvement,371xx,TN,12.85,0,2002-02-01,810,814,2,-1,-1,8,0,1581,0.05,31,w,5932.93,5932.93,1291.8,1291.8,1067.07,224.73,0.0,0.0,0.0,2020-05-01,216.21,2020-06-01,2020-05-01,784,780,0,-1,1,Individual,5692.51,-1.0,,0,0,143682,0,2,1,1,11,17332,43,0,1,1504,26,31500,1,0,3,2,17960,13496,10.0,0,0,148,213,15,11,2,68,-1,0,-1,0,1,3,2,5,15,5,14,3,8,0,0,0,1,100.0,0.0,0,0,214681,18913,15000,40808,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
40553520,8000,8000,8000.0,36,0.0789,250.29,A,A5,mechanic,7 years,RENT,35000.0,Not Verified,2015-02-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=40553520,debt_consolidation,Debt consolidation,949xx,CA,26.65,0,2004-08-01,705,709,0,-1,-1,10,0,12845,0.496,15,w,0.0,0.0,9006.734,9006.73,8000.0,1006.73,0.0,0.0,0.0,2018-02-01,250.09,,2020-05-01,764,760,0,-1,1,Individual,5692.51,-1.0,,0,0,25788,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25900,-1,-1,-1,4,2579,8277,59.8,0,0,126,122,11,10,0,11,-1,10,-1,0,5,6,5,7,5,7,10,6,10,0,0,0,3,100.0,0.0,0,0,47900,25788,20600,22000,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,N,,,,-1,-1.0,,,,-1,-1,,-1.0,-1.0,-1.0,N
167627643,13500,13500,13500.0,36,0.0646,413.52,A,A1,,< 1 year,RENT,21000.0,Not Verified,2020-03-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=167627643,credit_card,Credit card refinancing,982xx,WA,15.14,0,2008-05-01,740,744,0,-1,-1,2,0,12735,0.618,4,w,12400.73,12400.73,1235.72,1235.72,1099.27,136.45,0.0,0.0,0.0,2020-05-01,413.52,2020-06-01,2020-05-01,774,770,0,-1,1,Individual,5692.51,-1.0,,0,0,12735,0,0,0,0,57,0,-1,0,0,12735,62,20600,0,1,0,0,6368,5265,70.8,0,0,72,141,25,25,0,141,-1,-1,-1,0,1,1,1,1,2,2,2,1,2,0,0,0,0,100.0,0.0,0,0,20600,12735,18000,0,-1,539,543,,-1,-1,-1,-1.0,-1,-1,-1,-1,,,,,-1,413.52,,,,-1,-1,,200.27177,12465.26,413.52,N
